Text ,Slang,Abbreviations,Text meaning
Chỗ tui làm chọn cái ngân hàng hơi chán cả cái thành phố chỉ có 2 trụ sở ngân hàng và chỉ có 1 trụ sở là có cây atm cũng như giao dịch rút tiền mặt tại quầy nên tui toàn ck qua thẻ ngân hàng cũ để rút xài kèm với việc đôi lúc hấp ta hấp tấp là quên nên tui thường để sẵn 100 đến 300k trong cốp xe để phòng hờ vì nhiều lúc nhiều nơi ko thể ck được tín hiệu mạng hoặc quên đt ở nhà ngân hàng bảo trì hoặc xui hơn là vừa cầm đt lên là bị giật,,,Chỗ tui làm chọn cái ngân hàng hơi chán cả cái thành phố chỉ có 2 trụ sở ngân hàng và chỉ có 1 trụ sở là có cây rút tiền cũng như giao dịch rút tiền mặt tại quầy nên tui toàn chuyển khoản qua thẻ ngân hàng cũ để rút xài kèm với việc đôi lúc hấp ta hấp tấp là quên nên tui thường để sẵn 100 đến 300 nghìn trong cốp xe để phòng hờ vì nhiều lúc nhiều nơi không thể chuyển khoản được tín hiệu mạng hoặc quên điện thoại ở nhà ngân hàng bảo trì hoặc xui hơn là vừa cầm điện thoại lên là bị giật
Trừ trường hợp có việc cần thì rút cháy thẻ chứ bth tui vẫn để 1 đến 2tr trong thẻ để có khi cần thì ck Đối với các bác các cô thì đôi khi việc sd đt để ck có lúc khó khăn bạn có thể tạo cái mã QR để bác thuận tiện hơn trong việc buôn bán vui lòng khách đến vừa lòng khách đi,,QR,Trừ trường hợp có việc cần thì rút cháy thẻ chứ bình thường tui vẫn để 1 đến 2 triệu trong thẻ để có khi cần thì chuyển khoản Đối với các bác các cô thì đôi khi việc sử dụng điện thoại để chuyển khoản có lúc khó khăn bạn có thể tạo cái mã chuyển khoản để bác thuận tiện hơn trong việc buôn bán vui lòng khách đến vừa lòng khách đi
bạn để mã QR có cái loa ý ck thành công nó đọc to số tiền luôn nè Mình k trẻ lắm nhưng có những khi cả tuần đi làm k mang ví vì quên,,QR,bạn để mã chuyển khoản có cái loa ý chuyển khoản thành công nó đọc to số tiền luôn nè Mình không trẻ lắm nhưng có những khi cả tuần đi làm không mang ví vì quên
Ra đường cầm cái ví phiền vl cầm tờ tiền thì dễ rơi nên chuyển khoản là đẹp nhất rồi,vl,vl,Ra đường cầm cái ví phiền lắm cầm tờ tiền thì dễ rơi nên chuyển khoản là đẹp nhất rồi
Cái vấn đề ở đây là mình đọc xong bài mình buồn cho ông bà ba mẹ mình nhiều hơn Vì kiến thức công nghệ mỗi ngày 1 phát triễn đổi mới biết là sẽ bị đào thải nhưng có khi 1 ngày nào đó mình cũng sẽ như vậy nhỉ,,,Cái vấn đề ở đây là mình đọc xong bài mình buồn cho ông bà ba mẹ mình nhiều hơn Vì kiến thức công nghệ mỗi ngày 1 phát triễn đổi mới biết là sẽ bị đào thải nhưng có khi 1 ngày nào đó mình cũng sẽ như vậy nhỉ
Vn chưa phổ biến 100 nên chuyện ý thức hỏi trc khi ăn cho nó thuận mua vừa bán,,Vn,Việt nam chưa phổ biến 100 nên chuyện ý thức hỏi trước khi ăn cho nó thuận mua vừa bán
Bạn làm cái QR cho bố xong t thấy có loại ck xong n đọc to lên là đã nhận đc chuyển khoản ấy ,,QR,Bạn làm cái mã chuyển khoản cho bố xong tôi thấy có loại chuyển khoản xong nó đọc to lên là đã nhận được chuyển khoản ấy 
Bạn này b ấy sai ở thái độ với ng lớn K phải ai cũng biết dùng mấy cái đấy K mang tiền mặt đi thì phải chịu thôi,,,Bạn này bạn ấy sai ở thái độ với người lớn Không phải ai cũng biết dùng mấy cái đấy Không mang tiền mặt đi thì phải chịu thôi
Chuẩn b ạ,,,Chuẩn bạn ạ
Nên có tiền mặt nhưng mà ví dụ như tui ở quê ngại đi rút cây atm nó xa thì t chuyển khoản luôn ý,,,Nên có tiền mặt nhưng mà ví dụ như tui ở quê ngại đi rút cây máy rút tiền tự động nó xa thì tôi chuyển khoản luôn ý
Chỗ t ngoài chợ các cô các bác có QR code hết lun ai thích chuyển thì chuyển thích tiền mặt thì tiền mặt Như t thì vđ không phải tiền mặt nó nặng hay gì mà t hay vứt ví linh tinh cầm tiền mặt cũng hay rơi rớt nên cùng lắm chỉ đổi 50k tiền mặt lúc cần đổ xăng thôi à,,QR,Chỗ tôi ngoài chợ các cô các bác có QR code hết lun ai thích chuyển thì chuyển thích tiền mặt thì tiền mặt Như tôi thì vấn đề không phải tiền mặt nó nặng hay gì mà tôi hay vứt ví linh tinh cầm tiền mặt cũng hay rơi rớt nên cùng lắm chỉ đổi 50 nghìn tiền mặt lúc cần đổ xăng thôi à
Khung cảnh tuyệt đối điện ảnh ,tuyệt đối điện ảnh,,Khung cảnh tuyệt đẹp
Khung cảnh này nhìn giống trong phim điện ảnh nhỉ,,,Khung cảnh này nhìn giống trong phim điện ảnh nhỉ
Ảnh đẹp up vội quên watermark cơ mà kệ đi mng cứ lấy up str set ảnh nền thoải mái nhen,,,Ảnh đẹp up vội quên watermark cơ mà kệ đi mọi người cứ lấy up str set ảnh nền thoải mái nhen
Bản vid thì không được nghệ bằng vì tiếng cello xen lẫn hơi nhiều tiếng cảm thán,,,Bản vid thì không được nghệ bằng vì tiếng cello xen lẫn hơi nhiều tiếng cảm thán
Xinh đẹp quá đẹp,,,Xinh đẹp quá đẹp
ui trời ơi cho mình xin đc hem ạaa mình chỉ để lockscreen thuiii,hem,,ui trời ơi cho mình xin được không ạaa mình chỉ để lockscreen thuiii
Mình cũng muốn xin để lockscreen thôi được ko ạ,,,Mình cũng muốn xin để lockscreen thôi được không ạ
Đẹp dã man nó Âu Mỹ nó Nhật Hàn nó Sapa Tây Bắc mà nó Hà Nội Hưng Yên,,,Đẹp dã man nó Âu Mỹ nó Nhật Hàn nó Sapa Tây Bắc mà nó Hà Nội Hưng Yên
huhu đẹp quá chú Tuấn ơi phải tham gia mùa 2 để có nhiều hình ảnh tuyệt đỉnh như thế này nữa cho Gai con ạ,Gai con,,huhu đẹp quá chú Tuấn ơi phải tham gia mùa 2 để có nhiều hình ảnh tuyệt đỉnh như thế này nữa cho những người ủng hộ chương trình anh trai vượt ngàn chông gai ạ
Ảnh xinh quá,,,Ảnh xinh quá
Cái khúc này nó đỉnh vclll nâng tầm vch,"vcl, vch",,Cái khúc này nó đỉnh thật nâng tầm luôn
còn gì đẹp hơn nữa khônggg,,,còn gì đẹp hơn nữa khônggg
còn nhiêù,,,còn nhiêù
Hình đẹp quá sốp ơiii,sốp,,Hình đẹp quá bạn ơiii
Cũng muốn khoe vì nhìn siêu thơ siêu đẹp siêu ảo ạ,,,Cũng muốn khoe vì nhìn siêu thơ siêu đẹp siêu ảo ạ
Mình xin suộc up story nha shop,suộc,,Mình xin ảnh up story nha shop
Bồ ơi mình xin ảnh up story được hum,hum,,Bồ ơi mình xin ảnh up story được không
Ai đó gửi cho chú đi ạ chứ nghệ quá,nghệ,,Ai đó gửi cho chú đi ạ chứ đẹp quá
mình xin bạn ảnh này up story được không ạ sẽ ghi nguồn đầy đủ ạ,,,mình xin bạn ảnh này up story được không ạ sẽ ghi nguồn đầy đủ ạ
Cho mình xin ảnh up tiktok với sốp ơi,sốp,,Cho mình xin ảnh up tiktok với bạn ơi
Ui đẹp vãi,vãi,,Ui đẹp thế
Ôi ảnh đẹp quá bác ơi,,,Ôi ảnh đẹp quá bác ơi
Tuỵt đối điện ảnhhhh,Tuỵt đối điện ảnhhhh,,Tuyệt đẹp
Ui ảnh đẹp đỉnh luôn b,,,Ui ảnh đẹp đỉnh luôn bạn
Tuyệt đối đẹp,,,Tuyệt đối đẹp
Mấy bà hay vẽ fanart đâu rồi múa bút liền,,,Mấy bà hay vẽ fanart đâu rồi múa bút liền
mình xin ảnh up story nha bạn,,,mình xin ảnh up story nha bạn
điện ảnh thì thôi rồi,,,điện ảnh thì thôi rồi
Xin ảnh nhá b ơi qua t cất máy để hét nên k có cái gì đăng luôn tui đăng xì to di,xì to di,,Xin ảnh nhá bạn ơi qua tớ cất máy để hét nên không có cái gì đăng luôn tui đăng mạng xã hội
Khách mong 1712 sẽ không tắc đường 5h ở nguyễn xiển phóng thật nhanh sang võ thị sáu cho kịp giờ,,,Khách mong 1712 sẽ không tắc đường 5 giờ ở nguyễn xiển phóng thật nhanh sang võ thị sáu cho kịp giờ
Anh em Zone nghị lực xử tiếp đi nhé tôi đi ngủ đã 5H sáng rồi Concert ATVNCG 2024,,ATVNCG,Anh em Zone nghị lực xử tiếp đi nhé tôi đi ngủ đã 5 giờ sáng rồi Concert anh trai vượt ngàn chông gai 2024
nhiều người ko biết trò hỷ lai định làm thì đây,,,nhiều người không biết trò hỷ lai định làm thì đây
"Tôi đã nghĩ góc quay này tệ cho đến khi thấy ánh mắt ấy, anh cũng chỉ mong thấy em vui",,,"Tôi đã nghĩ góc quay này tệ cho đến khi thấy ánh mắt ấy, anh cũng chỉ mong thấy em vui"
Sếp tui checkin lấy 1 căn villa tui đã hy vọng nó là căn 2 phòng ngủ nhưng trời ơi đất hỡi ơi nó là phòng chỉ có 1 giường đôi T gào lên nhất định không chịu ở chung phòng đấy riết không được cũng phải book thêm 1 căn ngay cạnh Hic lúc vào phòng riêng t chốt 2 lớp khoá bảo vệ vẫn hoang mang Tắm rửa dọn đồ xong xuôi cbi yên vị thì t nghe tiếng chuông cửa,,,Sếp tui checkin lấy 1 căn villa tui đã hy vọng nó là căn 2 phòng ngủ nhưng trời ơi đất hỡi ơi nó là phòng chỉ có 1 giường đôi Tui gào lên nhất định không chịu ở chung phòng đấy riết không được cũng phải book thêm 1 căn ngay cạnh Hic lúc vào phòng riêng tui chốt 2 lớp khoá bảo vệ vẫn hoang mang Tắm rửa dọn đồ xong xuôi chuẩn bị yên vị thì tui nghe tiếng chuông cửa
Vẫn là vị sếp của t qua với rất nhiều câu chuyện có sạc đth không có lấy thêm chăn không ổng muốn tâm sự với t Mặc dù không cho ổng vào phòng chỉ hé cửa và để dây chốt cửa như ảnh này nhưng t vẫn sợ qtqd T bảo anh về đi em phải đi ngủ rồi xong đột nhiên ổng tỏ tình t giãy bày tâm sự này nọ và đòi vào để deep talk,,,Vẫn là vị sếp của tui qua với rất nhiều câu chuyện có sạc điện thoại không có lấy thêm chăn không ổng muốn tâm sự với tui Mặc dù không cho ổng vào phòng chỉ hé cửa và để dây chốt cửa như ảnh này nhưng tui vẫn sợ quá trời quá đất tui bảo anh về đi em phải đi ngủ rồi xong đột nhiên ổng tỏ tình tui giãy bày tâm sự này nọ và đòi vào để deep talk
Ô nma k t bye sếp em đóng cửa đi ngủ,,,Ô nhưng mà không tui bye sếp em đóng cửa đi ngủ
T mở hé cửa và vẫn để khoá nnay,,,Tui mở hé cửa và vẫn để khoá như này
Sau khi khoá cửa vào phòng nhắn tin thông báo với bạn bè người quen để có gì còn cấp cứu kịp thời Khổ nỗi đi cả ngày máy thì hết pin cả cái resort cao cấp k có lấy 1 cái dây sạc ip số đth lễ tân cũng không có trong phòng mà ra ngoài đi mượn thì t cũng sợ gặp cô hồn nên chỉ còn mỗi cách nằm khấn phật nhắm mắt ngủ Sáng nay mở mắt thì cũng đã hơn kém 10h t ra ngoài thì thấy ổng đang ngồi lobby chờ sẵn Thì ra cũng k có cuộc hẹn nào sáng nay cả tất cả chỉ là cái cớ để ở lại,,,Sau khi khoá cửa vào phòng nhắn tin thông báo với bạn bè người quen để có gì còn cấp cứu kịp thời Khổ nỗi đi cả ngày máy thì hết pin cả cái resort cao cấp không có lấy 1 cái dây sạc iphone số điện thoại lễ tân cũng không có trong phòng mà ra ngoài đi mượn thì tui cũng sợ gặp cô hồn nên chỉ còn mỗi cách nằm khấn phật nhắm mắt ngủ Sáng nay mở mắt thì cũng đã hơn kém 10 giờ tui ra ngoài thì thấy ổng đang ngồi lobby chờ sẵn Thì ra cũng không có cuộc hẹn nào sáng nay cả tất cả chỉ là cái cớ để ở lại
Loanh quanh này nọ thì cũng hơn 12h mới về đến HN thái độ của ổng với t cũng trở lại bình thường xong ổng cũng xin lỗi t vì làm t sợ và sẽ không có lần sau Ông bảo tối qua như thế là do cảm xúc bộc phát kèm thêm cồn nên không kìm được lòng mình mà bày tỏ không đúng cách như vậy,,HN,Loanh quanh này nọ thì cũng hơn 12 giờ mới về đến hà nội thái độ của ổng với tui cũng trở lại bình thường xong ổng cũng xin lỗi tui vì làm tui sợ và sẽ không có lần sau Ông bảo tối qua như thế là do cảm xúc bộc phát kèm thêm cồn nên không kìm được lòng mình mà bày tỏ không đúng cách như vậy
Ông sếp này hơn t tầm 20 tuổi đã có 1 vợ 2 con Trong mắt hầu hết mng trong cty sếp t là người khá đáng ngưỡng mộ đàng hoàng tử tế coi gia đình là trên hết Trong công việc ổng là người nghiêm túc tâm lý và support nhân viên T cũng rất hay tâm sự với ổng từ chuyện công việc tư duy và định hướng cá nhân vì quả thực trước giờ t coi như anh em một nhà Nhưng sau câu chuyện vừa rồi mối quan hệ của sếp và t không còn được như trước nữa,,,Ông sếp này hơn tui tầm 20 tuổi đã có 1 vợ 2 con Trong mắt hầu hết mọi người trong công ty sếp tui là người khá đáng ngưỡng mộ đàng hoàng tử tế coi gia đình là trên hết Trong công việc ổng là người nghiêm túc tâm lý và support nhân viên Tui cũng rất hay tâm sự với ổng từ chuyện công việc tư duy và định hướng cá nhân vì quả thực trước giờ tui coi như anh em một nhà Nhưng sau câu chuyện vừa rồi mối quan hệ của sếp và tui không còn được như trước nữa
Lúc sếp đập cửa phòng t và buông những lời dụ dỗ hàng loạt suy nghĩ đánh nhau loạn xa trong đầu t khiến t không thể kiểm soát được đến mức k bật được ra thành lời mà nói Cảm giác của t lúc ấy là hoang mang hoảng sợ xen lấn thất vọng và trống rỗng T cảm giác người đang đứng trước t bây giờ kphai là người t biết Tất cả những hình ảnh tốt đẹp trước đây của t về sếp đều bị bóp méo đi Lòng tin của t hoàn toàn sụp đổ cho dù t là người vốn đã rất đa nghi khó mở lòng với nay lại càng khó hơn,,,Lúc sếp đập cửa phòng tui và buông những lời dụ dỗ hàng loạt suy nghĩ đánh nhau loạn xa trong đầu tui khiến tui không thể kiểm soát được đến mức không bật được ra thành lời mà nói Cảm giác của tui lúc ấy là hoang mang hoảng sợ xen lấn thất vọng và trống rỗng Tui cảm giác người đang đứng trước tui bây giờ không phải là người tui biết Tất cả những hình ảnh tốt đẹp trước đây của tui về sếp đều bị bóp méo đi Lòng tin của tui hoàn toàn sụp đổ cho dù tui là người vốn đã rất đa nghi khó mở lòng với nay lại càng khó hơn
