Text ,Slang,Abbreviations,Text meaning
concert đáng nhớ quá không quên được mọi thứ diễn ra siêu hoàn hảo sân khấu âm thanh phải gọi là đỉnh nóc kịch trần bay phấp phới,đỉnh nóc kịch trần bay phấp phới,,concert đáng nhớ quá không quên được mọi thứ diễn ra siêu hoàn hảo sân khấu âm thanh phải gọi là siêu đỉnh
được cái gen chân thẳng mà trộm vía đùi ex,,,được cái gen chân thẳng mà trộm vía đùi ex
 mong con tôi lấy vía chân nhà nội chứ đùi ex ăn mặc khổ lắm thích mặc cái gì ngắn up lên là phải xingtu mệt người,xingtu,, mong con tôi lấy vía chân nhà nội chứ đùi ex ăn mặc khổ lắm thích mặc cái gì ngắn up lên là phải chỉnh sửa ảnh mệt người
đớn,đớn,,đau
các bạn trẻ ra đường cầm 100 200k tiền mặt nó nặng lắm hay sao mà dạo này không thấy ai có tiền mặt vậy,,,các bạn trẻ ra đường cầm 100 200 nghìn tiền mặt nó nặng lắm hay sao mà dạo này không thấy ai có tiền mặt vậy
thiệt là các bạn mang tiền mặt đi nó mệt lắm hả lỡ có vấn đề gì các bạn còn mệt hơn nữa đó,,,thiệt là các bạn mang tiền mặt đi nó mệt lắm hả lỡ có vấn đề gì các bạn còn mệt hơn nữa đó
gì kỳ vậy cháu không có tiền mặt mà cháu phải đi gấp,,,gì kỳ vậy cháu không có tiền mặt mà cháu phải đi gấp
lụm nhặt mn thấy sao viral,,,lụm nhặt mọi người thấy sao viral
con gái chú nó đi ship hàng rồi chú không biết xài đt cháu đưa tiền mặt hay đợi nó về được không,,,con gái chú nó đi ship hàng rồi chú không biết xài điện thoại cháu đưa tiền mặt hay đợi nó về được không
chú cho con chuyển tiền,,,chú cho con chuyển tiền
đổi sang ko dùng tiền mặt là đúng đắn chú bán hàng mà ko biết đa dạng cách thu thì chú cần phải học hỏi thêm,,,đổi sang không dùng tiền mặt là đúng đắn chú bán hàng mà không biết đa dạng cách thu thì chú cần phải học hỏi thêm
tui cũng thường xuyên ck nhưng việc phải có tiền mặt trong túi t nghĩ là chuyện cần thiết chả lẽ các bạn k nghĩ đến trường hợp đúng lúc cái đt của các bạn tịt hả ngân hàng bảo trì mạng gãy,,,tui cũng thường xuyên chuyển khoản nhưng việc phải có tiền mặt trong túi tui nghĩ là chuyện cần thiết chả lẽ các bạn không nghĩ đến trường hợp đúng lúc cái điện thoại của các bạn tịt hả ngân hàng bảo trì mạng gãy
chuẩn như vụ của tp bank bị mấy ngày lun í,,,chuẩn như vụ của tp bank bị mấy ngày lun í
quan trọng trước khi ăn nên hỏi dùm có chuyển khoản không nhà t cũng mở quán ăn khách đều hỏi xong mới quyết định ăn hay không những phụ huynh lớn tuổi sẽ không biết sử dụng tk họ cũng sợ bị lừa nữa,,,quan trọng trước khi ăn nên hỏi dùm có chuyển khoản không nhà tôi cũng mở quán ăn khách đều hỏi xong mới quyết định ăn hay không những phụ huynh lớn tuổi sẽ không biết sử dụng tài khoản họ cũng sợ bị lừa nữa
chuẩn lun t đi ăn cũm thế,cũm,,chuẩn luôn t đi ăn cũng thế
k mệt nhưng ngại cầm tiền lẻ mà k muốn tip,,,không mệt nhưng ngại cầm tiền lẻ mà không muốn tip
thật ra có những lúc tui nghèo ko có nổi tiền mặt tiền bank cũng ko bõ để ra cây atm để rút ck thấy bthg nên chả suy nghĩ j nhiều quán nào ko nhận ck thì thiệt chứ mình là khách có quyền lựa chọn mà,,,thật ra có những lúc tui nghèo không có nổi tiền mặt tiền bank cũng không bõ để ra cây atm để rút chuyển khoản thấy bình thường nên chả suy nghĩ gì nhiều quán nào không nhận chuyển khoản thì thiệt chứ mình là khách có quyền lựa chọn mà
đúng òi trăm người bán vạn người mua mà mk được lựa phù hợp với mình hết,,,đúng rồi trăm người bán vạn người mua mà mình được lựa phù hợp với mình hết
ê thật tưởng mỗi t thấy bực như thế t cũng là ng rất hay chuyển khoản nhưng tuỳ chỗ ví dụ nhà hàng quán ăn lớn oke bạn chuyển khoản kh ai nói gì bạn nhưng mà quán vỉa hè đổ xăng đang có 1 hàng dài chờ mà đợi bạn chuyển khoản thì rất mất thgian chưa kể có những má kh có 4g mà cũng mạnh dạn đòi chuyển khoản thì cũng đến ạ nên là làm ơn đi ra ngoài ít nhất có 50 100k trong túi đi trời lỡ xịt lốp bể bánh xe rồi sao có 35k kh lẽ cũng chuyển khoản,,,ê thật tưởng mỗi tôi thấy bực như thế tôi cũng là người rất hay chuyển khoản nhưng tuỳ chỗ ví dụ nhà hàng quán ăn lớn oke bạn chuyển khoản không ai nói gì bạn nhưng mà quán vỉa hè đổ xăng đang có 1 hàng dài chờ mà đợi bạn chuyển khoản thì rất mất thời gian chưa kể có những má không có 4g mà cũng mạnh dạn đòi chuyển khoản thì cũng đến ạ nên là làm ơn đi ra ngoài ít nhất có 50 100 nghìn trong túi đi trời lỡ xịt lốp bể bánh xe rồi sao có 35 nghìn không lẽ cũng chuyển khoản
chuẩn c ơi có 1 ít tiền mặt trong người vẫn ok hơn,,,chuẩn chị ơi có 1 ít tiền mặt trong người vẫn ok hơn
mang tiền mặt mệt thật mà bạn còn dễ rơi,,,mang tiền mặt mệt thật mà bạn còn dễ rơi
mở cái quẹt qr đi bạn bh mấy bên dịch vụ còn có cả loa đọc lên cho bố bạn nghe là ai ck bao nhiêu tiền ngay lập tức luôn ấy giải pháp dễ dàng cho việc kinh doanh nhà bạn mà dễ cả cho khách nữa sức để lo bán hàng đi chứ thừa hơi hậm hực khách nữa,,qr,mở cái quẹt mã phản hồi nhanh đi bạn bây giờ mấy bên dịch vụ còn có cả loa đọc lên cho bố bạn nghe là ai chuyển khoản bao nhiêu tiền ngay lập tức luôn ấy giải pháp dễ dàng cho việc kinh doanh nhà bạn mà dễ cả cho khách nữa sức để lo bán hàng đi chứ thừa hơi hậm hực khách nữa
phải ra cây atm rút mới đc vì lương hay trợ cấp đều chuyển khoản hết,,,phải ra cây rút tiền rút mới được vì lương hay trợ cấp đều chuyển khoản hết
thời buổi công nghệ rồi thay vào đó sao quán nhà b ko in mã qr ra bây giờ đi chợ còn banking được mà nói gì đến quán ăn đi ra đường ko cần cầm túi cầm bóp chỉ cần cầm theo mỗi cái dt ko phải quá tiện hay sao,,qr,thời buổi công nghệ rồi thay vào đó sao quán nhà b ko in mã phản hồi nhanh ra bây giờ đi chợ còn banking được mà nói gì đến quán ăn đi ra đường không cần cầm túi cầm bóp chỉ cần cầm theo mỗi cái điện thoại không phải quá tiện hay sao
đầu tiên là ngại đi rút tiền vì lương h vào bank luôn,,,đầu tiên là ngại đi rút tiền vì lương giờ vào bank luôn
chả nhẽ t lại bảo là nặng thật,,,chả nhẽ tao lại bảo là nặng thật
mắc gì bạn phải dùng từ kiểu các bạn trẻ nặng lắm hay sao bạn nói nặng lời quá ý,,,mắc gì bạn phải dùng từ kiểu các bạn trẻ nặng lắm hay sao bạn nói nặng lời quá ý
cầm tiền thì cầm thêm ví k cầm ví thì đút linh tinh rơi tiền có lúc t ra ngoài cầm mỗi cái đt thôi cho nhẹ ng nè,,,cầm tiền thì cầm thêm ví không cầm ví thì đút linh tinh rơi tiền có lúc tôi ra ngoài cầm mỗi cái điện thoại thôi cho nhẹ người nè
thế t hỏi bạn ra đường cầm mỗi cái đthoai lỡ có chuyện gì mà điện thoại sập nguồn thì sao cầm mỗi cái ví mà cũng lười r giấy tờ cá nhân giấy phép lái xe ti tỉ thứ giấy tờ khác bạn cũng lười đem à ai cx như bạn chắc cái xh nó loạn mẹ mất để t kiến nghị bãi bỏ cái cccd đi cho nó nhẹ người,,cx,thế tôi hỏi bạn ra đường cầm mỗi cái điện thoại lỡ có chuyện gì mà điện thoại sập nguồn thì sao cầm mỗi cái ví mà cũng lười rồi giấy tờ cá nhân giấy phép lái xe ti tỉ thứ giấy tờ khác bạn cũng lười đem à ai cũng như bạn chắc cái xã hội nó loạn mẹ mất để tôi kiến nghị bãi bỏ cái căn cước công dân đi cho nó nhẹ người
mày sống ở thế kỷ nào thế bây giờ chủ trương nhà nước là chuyển đổi số có app tích hợp hết cách giấy tờ tuỳ thân rồi còn cầm giấy tờ trong người làm cc gì thích đi ngược lại với xã hội à,cc,,mày sống ở thế kỷ nào thế bây giờ chủ trương nhà nước là chuyển đổi số có app tích hợp hết cách giấy tờ tuỳ thân rồi còn cầm giấy tờ trong người làm cái gì thích đi ngược lại với xã hội à
chủ trương nhà nước chuyển đổi số chứ đ phải ra đường trên răng dưới cắc tút vẫn câu hỏi cũ điện thoại sập nguồn thì ăn c à công an dừng kiểm tra hành chính thì kêu anh đợi tí để em về sạc pin mang theo giấy tờ tuỳ thân là dùng cho những lúc đó đó ông nhõi ạ,đ ăn c,,chủ trương nhà nước chuyển đổi số chứ đâu phải ra đường trên răng dưới cắc tút vẫn câu hỏi cũ điện thoại sập nguồn thì chịu à công an dừng kiểm tra hành chính thì kêu anh đợi tí để em về sạc pin mang theo giấy tờ tuỳ thân là dùng cho những lúc đó đó ông nhõi ạ
xin lỗi vì không dùng tiền mặt,,,xin lỗi vì không dùng tiền mặt
mệt rất phiền luôn,,,mệt rất phiền luôn
giờ k có ngân hàng thì thiệt lắm k mấy c chỉ bác dùng r mua thêm cái loa để tb có chuyển tiền í tiện lắm c,,,giờ không có ngân hàng thì thiệt lắm không mấy chị chỉ bác dùng rồi mua thêm cái loa để thông báo có chuyển tiền í tiện lắm chị
1 là dán hẳn cái bảng k nhận chuyển khoản 2 là b in hẳn cái qr lên để cho khách họ quét chứ họ đi ăn cũng trả tiền chứ có phải quỵt đâu mà đăng bài chửi khách vì k có tiền mặt nhỡ đâu hôm đấy họ quên k đem tiền mặt hoặc nta ch kịp đi rút thì s tr làm ăn buôn bán mà mỗi cái việc đấy cũng nặng nhẹ khách hàng,,qr,1 là dán hẳn cái bảng không nhận chuyển khoản 2 là bạn in hẳn cái mã thanh toán lên để cho khách họ quét chứ họ đi ăn cũng trả tiền chứ có phải quỵt đâu mà đăng bài chửi khách vì không có tiền mặt nhỡ đâu hôm đấy họ quên không đem tiền mặt hoặc người ta chưa kịp đi rút thì sao trời làm ăn buôn bán mà mỗi cái việc đấy cũng nặng nhẹ khách hàng
chỗ tui làm chọn cái ngân hàng hơi chán cả cái thành phố chỉ có 2 trụ sở ngân hàng và chỉ có 1 trụ sở là có cây atm cũng như giao dịch rút tiền mặt tại quầy nên tui toàn ck qua thẻ ngân hàng cũ để rút xài kèm với việc đôi lúc hấp ta hấp tấp là quên nên tui thường để sẵn 100 đến 300k trong cốp xe để phòng hờ vì nhiều lúc nhiều nơi ko thể ck được tín hiệu mạng hoặc quên đt ở nhà ngân hàng bảo trì hoặc xui hơn là vừa cầm đt lên là bị giật,,,chỗ tui làm chọn cái ngân hàng hơi chán cả cái thành phố chỉ có 2 trụ sở ngân hàng và chỉ có 1 trụ sở là có cây rút tiền cũng như giao dịch rút tiền mặt tại quầy nên tui toàn chuyển khoản qua thẻ ngân hàng cũ để rút xài kèm với việc đôi lúc hấp ta hấp tấp là quên nên tui thường để sẵn 100 đến 300 nghìn trong cốp xe để phòng hờ vì nhiều lúc nhiều nơi không thể chuyển khoản được tín hiệu mạng hoặc quên điện thoại ở nhà ngân hàng bảo trì hoặc xui hơn là vừa cầm điện thoại lên là bị giật
trừ trường hợp có việc cần thì rút cháy thẻ chứ bth tui vẫn để 1 đến 2tr trong thẻ để có khi cần thì ck đối với các bác các cô thì đôi khi việc sd đt để ck có lúc khó khăn bạn có thể tạo cái mã qr để bác thuận tiện hơn trong việc buôn bán vui lòng khách đến vừa lòng khách đi,,qr,trừ trường hợp có việc cần thì rút cháy thẻ chứ bình thường tui vẫn để 1 đến 2 triệu trong thẻ để có khi cần thì chuyển khoản đối với các bác các cô thì đôi khi việc sử dụng điện thoại để chuyển khoản có lúc khó khăn bạn có thể tạo cái mã chuyển khoản để bác thuận tiện hơn trong việc buôn bán vui lòng khách đến vừa lòng khách đi
bạn để mã qr có cái loa ý ck thành công nó đọc to số tiền luôn nè mình k trẻ lắm nhưng có những khi cả tuần đi làm k mang ví vì quên,,qr,bạn để mã chuyển khoản có cái loa ý chuyển khoản thành công nó đọc to số tiền luôn nè mình không trẻ lắm nhưng có những khi cả tuần đi làm không mang ví vì quên
ra đường cầm cái ví phiền vl cầm tờ tiền thì dễ rơi nên chuyển khoản là đẹp nhất rồi,vl,vl,ra đường cầm cái ví phiền lắm cầm tờ tiền thì dễ rơi nên chuyển khoản là đẹp nhất rồi
